hotel,zip_code,numRev,Score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Laundry,Free WiFi.1,Air Conditioning,Pet Friendly,Elevator,Facilities for Disabled Guests,Bar,Non-smoking Rooms,Restaurant,24-Hour Front Desk,WiFi,Dist,Label
Hotel Pennsylvania,10001,35615,5.6,5,4.9,4.7,5.6,5.2,6.3,8.3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1.4,1
Radisson Martinique on Broadway,10001,7925,8.2,8.5,8.1,7.9,8.1,7.5,8.5,9.2,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.4,0
Residence Inn by Marriott New York Manhattan/Times Square,10018,3537,8.3,8.2,8.2,8,8.4,7.5,8.5,9.4,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.1,0
MADE Hotel,10001,1192,9.1,9.4,9,8.9,9.4,8.5,9.6,9.4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1.6,0
LUMA Hotel - Times Square,10018,2212,9.2,9.5,9.3,9,9.3,8.3,9.1,9.7,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0
"The Standard, High Line New York",10014,2822,8.3,8.7,8.3,8.2,8.3,7.2,8.4,9.2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,2.3,0
citizenM New York Times Square,10019,5323,9.2,9.5,9.1,9.2,9.4,8.3,9.6,9.7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,2600,0
Gansevoort Meatpacking,10014,1863,8.3,8.6,8.3,8.1,8.4,7.3,8.9,9.1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,2.3,0
Courtyard by Marriott New York Manhattan/Central Park,10019,5459,8,8.2,8.1,7.7,7.9,7.2,8.4,9.1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1500,0
"The Langham, New York, Fifth Avenue",10018,1143,9.2,9.5,9.4,9,9.5,8.3,9.3,9.5,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.2,0
Hyatt Centric Times Square New York,10036,4283,8.7,9.1,9,8.6,8.5,7.8,9.1,9.5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.7,0
The Assemblage John Street,10038,66,9.4,9.7,9.7,9.2,9.5,8.8,10,9.2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,3.7,0
Splendid Apartment by Times SQ,10036,414,8,7.8,8.3,7.9,7.9,7.7,9.1,8.7,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
Warwick New York,10019,4010,8.4,8.6,8.5,8,8.3,7.5,8.2,9.4,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,2450,0
Radio City Apartments,10019,4036,8.5,8.6,8.2,8.1,8.5,8.3,9,9.6,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,3100,0
Crowne Plaza Times Square,10019,7333,8.2,8.3,8.3,7.9,8.1,7.2,8.4,9.3,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,2950,0
Executive Hotel Le Soleil New York,10018,2787,8.5,8.8,8.5,8.2,8.7,7.8,8.8,9.3,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1.2,0
Hyatt Place New York/Midtown-South,10018,3458,8.6,8.7,8.5,8.2,8.8,7.9,8.8,9.3,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1.2,0
InterContinental New York Times Square,10036,3175,8,8.2,8.3,7.8,7.7,7.1,7.6,8.9,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0.8,0
AKA Central Park,10019,866,8.5,8.3,8.6,8.2,8.7,7.6,9.3,9.5,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,2300,0
Hyatt House New York/Chelsea,10001,1738,8.8,8.9,8.9,8.7,8.8,8.2,9,9.3,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1.6,0
Archer Hotel New York,10018,1188,8.9,9.3,8.7,8.7,9.3,8,9.2,9.5,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1.1,0
"The Beekman, a Thompson Hotel",10038,1937,9.3,9.6,9.4,9.3,9.5,8.7,9.4,9,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,3.7,0
New York Marriott Marquis,10036,3392,8.2,8.3,8.3,8,8.2,7,4.6,9.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0.7,0
Cambria Hotel New York - Times Square,10036,3904,8.8,9.1,8.7,8.5,8.6,8.2,9.1,9.5,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0.8,0
Broadway at Times Square Hotel,10036,3163,8.4,8.3,8.1,7.9,8.7,7.9,8.6,9.5,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0.7,0
MOXY NYC Times Square,10018,2719,8.4,8.8,8,8.2,8.6,7.7,8.6,9.3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1.2,0
Nolitan Hotel SoHo - New York,10012,881,8.7,9.1,8.6,8.3,9.1,7.8,8.4,9.3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,3.1,0
AKA Times Square,10036,802,8.8,8.7,8.9,8.5,9.2,7.9,9,9.5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0.8,0
Gramercy Townhouse,10003,11,9.5,9.6,9.8,9.6,9.8,8.6,9.6,9,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2.2,0
Blakely New York Hotel,10019,2394,8.6,8.8,8.5,8,8.8,8,8.9,9.4,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1800,0
Ace Hotel New York,10001,1619,8.3,8.6,8.1,8.2,8.6,7.5,9,9.1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.6,0
"LIFE Hotel, NoMad",10001,1164,8.2,8.6,8,7.6,8.2,7.6,8.4,9,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1.5,0
"Club Quarters Hotel, Opposite Rockefeller Center",10019,1959,8.1,8,7.8,7.6,8.2,7.4,8.9,9.5,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0.6,0
Lombardy Hotel,10022,972,8.5,8.7,8.6,8.2,8.4,7.9,8.8,9.2,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.8,0
Arlo SoHo,10013,3957,8.7,9.3,8.4,8.7,9,8,9.2,8.8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,3.1,0
TRYP by Wyndham Times Square South,10001,2792,8.4,8.5,8.4,8.1,8.4,8,8.7,8.9,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1.2,0
Residence Inn by Marriott New York Manhattan/Central Park,10019,1930,8.3,8.2,8.5,8.2,8.1,7.5,8.7,9.3,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1500,0
Holiday Inn Express - Times Square South,10018,2902,8.3,8.4,8.1,7.9,8.4,7.7,8.1,9.2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1.2,0
Millennium Hilton New York One UN Plaza,10017,3559,8.4,8.8,8.8,8.2,8.2,7.8,5.7,8.6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1.4,0
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,10018,4695,8.3,8.6,8.2,8,8.5,7.7,9.1,8.9,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0
NoMo SoHo,10013,1882,8.3,8.8,8.4,8,7.9,7.4,8.6,9.2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,3.1,0
Hilton Garden Inn Central Park South,10019,3272,8.3,8.6,8.2,7.9,8.3,7.5,8.3,9.2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1500,0
The Evelyn,10016,2651,8.3,8.6,8.1,7.5,8.5,7.8,8.2,9.2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1.7,0
RIU Plaza New York Times Square,10036,5602,8.7,9,8.7,8.5,8.6,8,8,9.5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0.7,0
1 Hotel Central Park,10019,1537,9,9.4,9,8.9,9.3,7.9,9.4,9.6,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1950,0
Hotel 50 Bowery,10013,1692,9.1,9.6,9.4,9,9.5,8.7,9.4,8.6,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,3.1,0
Hotel Boutique at Grand Central,10017,2452,8.6,9,8.5,8.4,8.5,8.1,9.1,9.4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1.1,0
Chambers Hotel,10019,1009,8.9,9.1,8.8,8.4,9.3,8,9.3,9.6,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,2600,0
The New York EDITION,10010,995,9,9.4,9.1,8.8,9.1,7.9,9.5,9.5,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.9,0
Westin New York at Times Square,10036,1314,8,8.2,8.3,7.9,7.8,7.1,6.5,9,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0.8,0
HGU New York,10016,1620,8.6,9,8.5,8.2,8.8,7.9,9.2,9.1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1.5,0
Arlo NoMad,10016,3221,8.8,9.3,8.6,8.6,9.1,8.1,9.2,9.4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1.5,0
EVEN Hotel New York - Midtown East 44th,10017,1664,8.7,9,8.7,8.4,8.7,8.1,8.9,9,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1.2,0
Courtyard by Marriott Times Square West,10018,2384,8.7,9.1,8.7,8.4,8.9,7.9,8.6,9,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1.1,0
World Center Hotel,10006,2762,8.6,8.8,8.6,8.5,8.6,8.1,9,9.2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,4.3,0
Midtown West 2 Bedroom Apartment,10018,41,8.5,8.8,8.8,8.6,8.4,7.9,8.9,8.7,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1.2,0
Trump International New York,10023,775,8.8,9.2,9,8.6,8.8,7.8,9.1,9.5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,500,0
Novotel New York Times Square,10019,3536,8.5,8.8,8.7,8.3,8.2,7.6,8.4,9.4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,2150,0
Sixty LES,10002,850,8.2,8.4,8.2,8,8.6,7.2,7.7,8.7,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,3.1,0
The Standard - East Village,10003,702,8.8,9.1,8.8,8.5,8.9,7.9,8.8,9.3,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,2.8,0
Andaz 5th Avenue-a concept by Hyatt,10017,684,8.7,8.9,8.9,8.5,8.6,7.8,9.3,9.4,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.1,0
The Dominick Hotel,10013,1147,8.5,8.8,8.8,8.4,8.5,7.6,8.7,8.9,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,3.1,0
Doubletree By Hilton New York Times Square West,10018,3376,8,8.3,7.8,7.7,8.3,7.5,8,8.6,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0
Candlewood Suites NYC -Times Square,10018,2338,8.1,7.7,8.1,7.9,8.2,7.6,8.6,8.9,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
Hotel Hayden New York,10001,825,8.1,7.9,8,7.7,8.5,7.5,8.2,8.9,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.6,0
SIXTY SoHo,10012,854,8.6,9.1,8.7,8.4,8.6,7.6,8.2,9.4,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,3.1,0
Hotel Lucerne,10024,2033,8.5,8.9,8.4,8.1,8.5,7.8,8.8,9.1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1.1,0
The Time New York,10019,2110,8.2,8.5,8,7.8,8.5,7.3,8.9,9.2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,2800,0
Best Western Premier Herald Square,10018,1331,8.5,8.9,8.2,8.2,8.7,7.9,8.8,9.4,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1.2,0
Fairfield Inn by Marriott New York Manhattan/Financial District,10038,2925,8.2,8.7,8,7.9,8.9,7.6,8.8,8.3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,4.3,0
Club Quarters Hotel Midtown - Times Square,10036,1193,8.1,8.1,7.7,7.7,8.4,7.4,9,9.3,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0.8,0
Hyatt Herald Square New York / 5th Avenue,10001,1635,8.2,8.5,8,7.8,8.5,7.5,8.2,8.9,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.5,0
Sohotel,10013,2129,8.3,8.6,7.9,7.7,8.8,7.7,8.3,8.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,3.1,0
The Jewel Facing Rockefeller Center,10019,1123,8.6,8.8,8.3,8.3,8.9,8,9.3,9.6,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0.6,0
U Hotel Fifth Avenue,10018,2030,8.1,8.5,7.4,7.2,8.5,7.5,7.5,9.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1.3,0
Hotel Wolcott,10001,1349,7.9,8.1,7.7,7.1,7.9,7.5,3.1,9,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1.5,0
AKA Wall Street,10038,746,9.3,9.4,9.5,9.2,9.5,8.7,9.4,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,4.3,0
The Peninsula New York,10019,220,8.7,9,8.8,8.7,8.7,7.4,8.7,9.5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,3100,0
Club Quarters Hotel Wall Street,10005,2466,8.2,8.4,8,7.9,8.5,7.6,9,8.8,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,4.3,0
Hotel Indigo Lower East Side,10002,1028,8.7,9.1,8.9,8.6,8.6,7.7,8.7,8.9,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,3.1,0
The Allen Hotel,10002,556,8.6,9,8.4,8.3,8.9,8.2,9.1,8.6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,3.1,0
"Club Quarters Hotel, Grand Central",10017,1180,8.7,8.9,8.6,8.5,8.7,8.1,9,9.4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1.1,0
Courtyard New York Manhattan/Times Square,10018,1300,8.4,8.5,8.4,8,8.5,7.6,8.7,9.4,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0
The NoMad Hotel,10001,748,9,9.4,9.2,9,9.1,8.2,9,9.3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1.6,0
Great Renovated Apartments Best Location Manhattan,10010,30,8.3,7.6,8.1,7.8,8.5,8.4,7.5,9.6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0
Freehand New York,10010,545,8.8,9,8.6,8.6,8.9,8,8.8,9.3,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,2,0
Midtown Lodging,10022,639,8.5,8.3,8.1,8.2,9,8.1,9.3,9,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1.1,0
Four Points by Sheraton Manhattan Midtown West,10001,957,8.4,9,8.5,8.3,8.5,7.9,8.7,8.3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1.3,0
City Club Hotel,10036,1213,8.3,8.4,8,7.7,8.7,7.6,8.5,9.4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0.9,0
Four Points by Sheraton Midtown - Times Square,10018,3306,8.4,8.6,8.2,7.9,8.7,7.8,9,8.9,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0
Modern Apartments next to Times Square,10018,56,8.2,8,7.8,7.5,8.3,7.8,10,9.7,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.1,0
"Hotel Shocard, New York",10036,1856,8.3,8.6,7.7,7.8,8.9,7.7,9,9.4,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0.9,0
Carvi Hotel New York,10022,980,8.4,8.7,8.2,7.8,8.8,7.9,8.9,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.9,0
Cassa Hotel 45th Street New York,10036,1562,8.7,9,8.6,8.1,8.9,7.9,8.6,9.6,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0.8,0
"The New Yorker, A Wyndham Hotel",10018,7762,7.8,8,7.6,7.3,8.2,7,8,9,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.2,0
Dream Midtown,10019,2011,8.1,8.5,7.8,7.6,8.2,7.2,9.2,9,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1500,0
"Park South, a Joie de Vivre Hotel",10016,1071,8.6,8.9,8.5,8.4,9.1,7.9,9.1,9,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1.8,0
"The Bernic Hotel New York City,Tapestry Collection by Hilton",10017,1792,8.7,9,8.6,8.2,9.1,8,8.1,9,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1.1,0
Four Seasons Hotel New York Downtown,10007,249,9.4,9.8,9.8,9.6,9.6,8.6,9,9.2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,3.7,0
Hampton Inn Manhattan Grand Central,10017,2843,8.7,8.9,8.4,8.3,9.1,8.2,8.4,9.2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1.3,0
New York Hilton Midtown,10019,4542,7.9,8.1,7.9,7.6,7.8,7,7,9.1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,2450,0
Distrikt Hotel New York City,10018,755,8.5,8.8,8.5,8.1,8.7,7.9,8.1,8.9,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0
Fairfield Inn & Suites by Marriott New York Downtown Manhattan/World Trade Center Area,10006,627,8.8,8.9,8.7,8.5,9.1,8.4,8.9,9.2,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4.3,0
The Mercer,10012,270,8.9,9.4,9,8.7,9.1,7.8,9.1,9.6,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,3.1,0
"The Chatwal, a Luxury Collection Hotel, New York City",10036,123,8.9,9.4,9,8.7,9.1,7.8,8.4,9.6,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.8,0
Heart of Midtown,10022,22,8.7,8.8,8.2,8.5,9.1,8.4,8.8,9.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
Sofitel New York,10036,1357,8.6,8.8,8.7,8.3,8.7,7.5,8,9.3,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0.9,0
Times Square HighLine Two Bedroom,10036,15,9.2,8.8,8.8,8.7,10,9.1,9.8,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.9,0
Lotte New York Palace,10022,1787,8.8,9,9,8.5,8.6,7.9,4.2,9.6,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0.8,0
Sanctuary NYC Retreats,10002,399,8.8,8.8,8.9,8.7,9,8.6,8.4,8.6,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,3.1,0
Homewood Suites Midtown Manhattan Times Square South,10018,1943,8.9,9,8.9,8.8,9,8.3,8.6,9.2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1.1,0
The Roger,10016,1562,8.4,8.7,8.4,8,8.6,7.5,8.6,9,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1.6,0
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,10001,1084,8.1,8.2,7.7,7.8,8.7,7.5,8.2,8.9,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1.6,0
Ameritania at Times Square,10019,2578,8.2,8.3,8,7.6,8.4,7.7,4.9,9.3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1500,0
Four Points by Sheraton Manhattan Chelsea,10001,1431,8.1,8.3,7.9,7.7,8.7,7.6,8.4,8.7,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1.7,0
Walker Hotel Greenwich Village,10011,1023,8.4,8.7,8.1,8,8.8,7.4,8.8,9.3,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2.3,0
John Street Apartment,10038,7,8.4,8.2,8.9,8.6,7.9,7.9,8.9,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.7,2
Element Times Square West,10018,8114,8,7.8,7.9,7.6,8.1,7.5,8.7,8.9,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
The Roxy Hotel Tribeca,10013,1382,8.9,9.1,9,8.9,9,8.2,8.7,9.3,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,3.1,0
Hotel Wales,10128,750,8.1,8.4,7.9,7.6,8.4,7.4,8.6,8.8,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1.8,0
Four Points by Sheraton New York Downtown,10038,3952,8.1,8.4,8.1,7.8,8.2,7.5,8.4,8.3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,4.3,0
Loews Regency New York Hotel,10065,456,8.8,9.1,9,8.7,8.8,7.9,8.9,9.4,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.7,0
Grand Hyatt New York,10017,4618,7.8,7.8,7.8,7.5,7.8,6.9,8.1,9,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.2,1
The Whitby Hotel,10019,196,9.5,9.9,9.7,9.6,9.6,8.6,9.5,9.6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,2600,0
Holiday Inn Manhattan Financial District,10006,1689,8.1,8.4,8.1,7.7,8.3,7.5,8.8,8.8,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,4.3,0
11 Howard,10013,621,8.5,8.8,8.3,8,8.9,7.6,9.3,9.2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,3.1,0
The Frederick Hotel,10007,1579,8.3,8.9,8,7.7,8.6,7.8,8,9,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,3.7,0
Orchard Street Hotel,10003,1156,8.3,8.6,7.7,7.6,9,7.7,8.4,9,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,3.1,0
Hotel Hugo,10013,981,8.1,8.5,8.1,8,8.4,7.5,7.4,8.4,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,3.1,0
"The Pierre, A Taj Hotel, New York",10065,323,9,9.3,9.1,8.7,9.3,7.8,8.3,9.6,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,3100,0
Hyatt Union Square New York,10003,543,8.7,9,8.7,8.5,9,7.6,8.6,9.2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,2.5,0
Club Quarters Hotel World Trade Center,10006,1496,8.6,8.8,8.5,8.5,8.6,8.1,9,9.1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,4.3,0
DoubleTree Suites by Hilton NYC - Times Square,10036,1877,8.2,8.1,8.1,7.9,8.1,7.3,5.9,9.3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0.7,0
Seton Hotel,10016,1036,8.3,8.7,7.8,7.7,8.6,7.6,8.9,9.1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1.3,0
AKA Sutton Place,10022,103,9.1,9.2,9.1,9,9.6,8.5,8.3,9.1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1.1,0
Courtyard by Marriott New York Downtown Manhattan/World Trade Center Area,10006,1733,8.6,9.1,8.7,8.3,8.4,8,8.7,9,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,4.3,0
Courtyard New York Manhattan/Midtown East,10022,690,8.3,8.6,8.4,8,8.2,7.7,8.1,8.9,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0
The Marcel at Gramercy,10010,1549,8.2,8.4,7.9,7.7,8.8,7.7,5.2,8.6,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0
The Kitano Hotel New York,10016,801,8.7,9.1,8.9,8.4,8.8,7.9,5.2,4.2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.3,2
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,10004,977,8.8,9.1,8.9,8.6,8.7,8.3,8.5,8.9,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,4.3,0
Fifty Hotel & Suites by Affinia,10022,1302,8.2,8.4,8.3,7.9,8.2,7.5,8,8.9,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
IBEROSTAR 70 Park Avenue Hotel,10016,2008,8.3,8.3,8.3,7.7,8.6,7.8,8.9,9.2,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1.3,0
Courtyard by Marriott New York Manhattan/Chelsea,10001,961,8.5,8.9,8.5,8.2,8.4,7.8,8.7,9.1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.5,0
Best Western Bowery Hanbee Hotel,10013,1022,8,8.2,7.8,7.5,8.6,7.6,8.2,9,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,3.1,0
Hotel on Rivington,10002,549,8.4,8.6,8.6,8,8.4,7.8,8.7,8.8,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,3.1,0
Athenas Domus CS 6E,10011,13,9.5,10,9.6,9.6,9.2,9.1,10,9.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0
